Word,Sentiment
ASSERTIONS,negative
ASSURE,positive
ASSURED,positive
ASSURES,positive
ASSURING,positive
ATTAIN,positive
ATTAINED,positive
ATTAINING,positive
ATTAINMENT,positive
ATTAINMENTS,positive
ATTAINS,positive
ATTRACTIVE,positive
ATTRACTIVENESS,positive
ATTRITION,negative
AVERSELY,negative
BACKDATING,negative
BAD,negative
BAIL,negative
BAILOUT,negative
BALK,negative
BALKED,negative
BANKRUPT,negative
BANKRUPTCIES,negative
BANKRUPTCY,negative
BANKRUPTED,negative
BANKRUPTING,negative
BANKRUPTS,negative
BANS,negative
BARRED,negative
BARRIER,negative
BARRIERS,negative
BEAUTIFUL,positive
BEAUTIFULLY,positive
BENEFICIAL,positive
BENEFICIALLY,positive
BENEFIT,positive
BENEFITED,positive
BENEFITING,positive
BENEFITTED,positive
BENEFITTING,positive
BEST,positive
BETTER,positive
BOLSTERED,positive
BOLSTERING,positive
BOLSTERS,positive
BOOM,positive
BOOMING,positive
BOOST,positive
BOOSTED,positive
BOTTLENECK,negative
BOTTLENECKS,negative
BOYCOTT,negative
BOYCOTTED,negative
BOYCOTTING,negative
BOYCOTTS,negative
BREACH,negative
BREACHED,negative
BREACHES,negative
BREACHING,negative
BREAK,negative
BREAKAGE,negative
BREAKAGES,negative
BREAKDOWN,negative
BREAKDOWNS,negative
BREAKING,negative
BREAKS,negative
BREAKTHROUGH,positive
BREAKTHROUGHS,positive
BRIBE,negative
BRIBED,negative
BRIBERIES,negative
BRIBERY,negative
BRIBES,negative
BRIBING,negative
BRIDGE,negative
BRILLIANT,positive
BROKEN,negative
BURDEN,negative
BURDENED,negative
BURDENING,negative
BURDENS,negative
BURDENSOME,negative
BURNED,negative
CALAMITIES,negative
CALAMITOUS,negative
CALAMITY,negative
CANCEL,negative
CANCELED,negative
CANCELING,negative
CANCELLATION,negative
CANCELLATIONS,negative
CANCELLED,negative
CANCELLING,negative
CANCELS,negative
CARELESS,negative
CARELESSLY,negative
CARELESSNESS,negative
CATASTROPHE,negative
CATASTROPHES,negative
CATASTROPHIC,negative
CATASTROPHICALLY,negative
CAUTION,negative
CAUTIONARY,negative
CAUTIONED,negative
CAUTIONING,negative
CAUTIONS,negative
CEASE,negative
CEASED,negative
CEASES,negative
CEASING,negative
CENSURE,negative
CENSURED,negative
CENSURES,negative
CENSURING,negative
CHALLENGE,negative
CHALLENGED,negative
CHALLENGES,negative
CHALLENGING,negative
CHARGEOFFS,negative
CHARITABLE,positive
CIRCUMVENT,negative
CIRCUMVENTED,negative
CIRCUMVENTING,negative
CIRCUMVENTION,negative
CIRCUMVENTIONS,negative
CIRCUMVENTS,negative
CLAIMING,negative
CLAIMS,negative
CLAWBACK,negative
CLOSED,negative
CLOSEOUT,negative
CLOSEOUTS,negative
CLOSING,negative
CLOSINGS,negative
CLOSURE,negative
CLOSURES,negative
COERCE,negative
COERCED,negative
COERCES,negative
COERCING,negative
COERCION,negative
COERCIVE,negative
COLLABORATE,positive
COLLABORATED,positive
COLLABORATES,positive
COLLABORATING,positive
COLLABORATION,positive
COLLABORATIONS,positive
COLLABORATIVE,positive
COLLABORATOR,positive
COLLABORATORS,positive
COLLAPSE,negative
COLLAPSED,negative
COLLAPSES,negative
COLLAPSING,negative
COLLISION,negative
COLLISIONS,negative
COLLUDE,negative
COLLUDED,negative
COLLUDES,negative
COLLUDING,negative
COLLUSION,negative
COLLUSIONS,negative
COLLUSIVE,negative
COMPLAIN,negative
COMPLAINED,negative
COMPLAINING,negative
COMPLAINS,negative
COMPLAINT,negative
COMPLAINTS,negative
COMPLICATE,negative
COMPLICATED,negative
COMPLICATES,negative
COMPLICATING,negative
COMPLICATION,negative
COMPLICATIONS,negative
COMPLIMENT,positive
COMPLIMENTARY,positive
COMPLIMENTED,positive
COMPLIMENTING,positive
COMPLIMENTS,positive
COMPULSION,negative
CONCEALED,negative
CONCEALING,negative
CONCEDE,negative
CONCEDED,negative
CONCEDES,negative
CONCEDING,negative
CONCERN,negative
CONCERNED,negative
CONCERNS,negative
CONCILIATING,negative
CONCILIATION,negative
CONCILIATIONS,negative
CONCLUSIVE,positive
CONCLUSIVELY,positive
CONDEMN,negative
CONDEMNATION,negative
CONDEMNATIONS,negative
CONDEMNED,negative
CONDEMNING,negative
CONDEMNS,negative
CONDONE,negative
CONDONED,negative
CONDUCIVE,positive
CONFESS,negative
CONFESSED,negative
CONFESSES,negative
CONFESSING,negative
CONFESSION,negative
CONFIDENT,positive
CONFINE,negative
CONFINED,negative
CONFINEMENT,negative
CONFINEMENTS,negative
CONFINES,negative
CONFINING,negative
CONFISCATE,negative
CONFISCATED,negative
CONFISCATES,negative
CONFISCATING,negative
CONFISCATION,negative
CONFISCATIONS,negative
CONFLICT,negative
CONFLICTED,negative
CONFLICTING,negative
CONFLICTS,negative
CONFRONT,negative
CONFRONTATION,negative
CONFRONTATIONAL,negative
CONFRONTATIONS,negative
CONFRONTED,negative
CONFRONTING,negative
CONFRONTS,negative
CONFUSE,negative
CONFUSED,negative
CONFUSES,negative
CONFUSING,negative
CONFUSINGLY,negative
CONFUSION,negative
CONSPIRACIES,negative
CONSPIRACY,negative
CONSPIRATOR,negative
CONSPIRATORIAL,negative
CONSPIRATORS,negative
CONSPIRE,negative
CONSPIRED,negative
CONSPIRES,negative
CONSPIRING,negative
CONSTRUCTIVE,positive
CONSTRUCTIVELY,positive
CONTEMPT,negative
CONTEND,negative
CONTENDED,negative
CONTENDING,negative
CONTENDS,negative
CONTENTION,negative
CONTENTIONS,negative
CONTENTIOUS,negative
CONTENTIOUSLY,negative
CONTESTED,negative
CONTESTING,negative
CONTRACTION,negative
CONTRACTIONS,negative
CONTRADICT,negative
CONTRADICTED,negative
CONTRADICTING,negative
CONTRADICTION,negative
CONTRADICTIONS,negative
CONTRADICTORY,negative
CONTRADICTS,negative
CONTRARY,negative
CONTROVERSIAL,negative
CONTROVERSIES,negative
CONTROVERSY,negative
CONVICT,negative
CONVICTED,negative
CONVICTING,negative
CONVICTION,negative
CONVICTIONS,negative
CORRECTED,negative
CORRECTING,negative
CORRECTION,negative
CORRECTIONS,negative
CORRECTS,negative
CORRUPT,negative
CORRUPTED,negative
CORRUPTING,negative
CORRUPTION,negative
CORRUPTIONS,negative
CORRUPTLY,negative
CORRUPTNESS,negative
COSTLY,negative
COUNTERCLAIM,negative
COUNTERCLAIMED,negative
COUNTERCLAIMING,negative
COUNTERCLAIMS,negative
COUNTERFEIT,negative
COUNTERFEITED,negative
COUNTERFEITER,negative
COUNTERFEITERS,negative
COUNTERFEITING,negative
COUNTERFEITS,negative
COUNTERMEASURE,negative
COUNTERMEASURES,negative
COURTEOUS,positive
CREATIVE,positive
CREATIVELY,positive
CREATIVENESS,positive
CREATIVITY,positive
CRIME,negative
CRIMES,negative
CRIMINAL,negative
CRIMINALLY,negative
CRIMINALS,negative
CRISES,negative
CRISIS,negative
CRITICAL,negative
CRITICALLY,negative
CRITICISM,negative
CRITICISMS,negative
CRITICIZE,negative
CRITICIZED,negative
CRITICIZES,negative
CRITICIZING,negative
CRUCIAL,negative
CRUCIALLY,negative
CULPABILITY,negative
CULPABLE,negative
CULPABLY,negative
CUMBERSOME,negative
CURTAIL,negative
CURTAILED,negative
CURTAILING,negative
CURTAILMENT,negative
CURTAILMENTS,negative
CURTAILS,negative
CUT,negative
CUTBACK,negative
CUTBACKS,negative
CYBERATTACK,negative
CYBERATTACKS,negative
CYBERBULLYING,negative
CYBERCRIME,negative
CYBERCRIMES,negative
CYBERCRIMINAL,negative
CYBERCRIMINALS,negative
DAMAGE,negative
DAMAGED,negative
DAMAGES,negative
DAMAGING,negative
DAMPEN,negative
DAMPENED,negative
DANGER,negative
DANGEROUS,negative
DANGEROUSLY,negative
DANGERS,negative
DEADLOCK,negative
DEADLOCKED,negative
DEADLOCKING,negative
DEADLOCKS,negative
DEADWEIGHT,negative
DEADWEIGHTS,negative
DEBARMENT,negative
DEBARMENTS,negative
DEBARRED,negative
DECEASED,negative
DECEIT,negative
DECEITFUL,negative
DECEITFULNESS,negative
DECEIVE,negative
DECEIVED,negative
DECEIVES,negative
DECEIVING,negative
DECEPTION,negative
DECEPTIONS,negative
DECEPTIVE,negative
DECEPTIVELY,negative
DECLINE,negative
DECLINED,negative
DECLINES,negative
DECLINING,negative
DEFACE,negative
DEFACED,negative
DEFACEMENT,negative
DEFAMATION,negative
DEFAMATIONS,negative
DEFAMATORY,negative
DEFAME,negative
DEFAMED,negative
DEFAMES,negative
DEFAMING,negative
DEFAULT,negative
DEFAULTED,negative
DEFAULTING,negative
DEFAULTS,negative
DEFEAT,negative
DEFEATED,negative
DEFEATING,negative
DEFEATS,negative
DEFECT,negative
DEFECTIVE,negative
DEFECTS,negative
DEFEND,negative
DEFENDANT,negative
DEFENDANTS,negative
DEFENDED,negative
DEFENDING,negative
DEFENDS,negative
DEFENSIVE,negative
DEFER,negative
DEFICIENCIES,negative
DEFICIENCY,negative
DEFICIENT,negative
DEFICIT,negative
DEFICITS,negative
DEFRAUD,negative
DEFRAUDED,negative
DEFRAUDING,negative
DEFRAUDS,negative
DEFUNCT,negative
DEGRADATION,negative
DEGRADATIONS,negative
DEGRADE,negative
DEGRADED,negative
DEGRADES,negative
DEGRADING,negative
DELAY,negative
DELAYED,negative
DELAYING,negative
DELAYS,negative
DELETERIOUS,negative
DELIBERATE,negative
DELIBERATED,negative
DELIBERATELY,negative
DELIGHT,positive
DELIGHTED,positive
DELIGHTFUL,positive
DELIGHTFULLY,positive
DELIGHTING,positive
DELIGHTS,positive
DELINQUENCIES,negative
DELINQUENCY,negative
DELINQUENT,negative
DELINQUENTLY,negative
DELINQUENTS,negative
DELIST,negative
DELISTED,negative
DELISTING,negative
DELISTS,negative
DEMISE,negative
DEMISED,negative
DEMISES,negative
DEMISING,negative
DEMOLISH,negative
DEMOLISHED,negative
DEMOLISHES,negative
DEMOLISHING,negative
DEMOLITION,negative
DEMOLITIONS,negative
DEMOTE,negative
DEMOTED,negative
DEMOTES,negative
DEMOTING,negative
DEMOTION,negative
DEMOTIONS,negative
DENIAL,negative
DENIALS,negative
DENIED,negative
DENIES,negative
DENIGRATE,negative
DENIGRATED,negative
DENIGRATES,negative
DENIGRATING,negative
DENIGRATION,negative
DENY,negative
DENYING,negative
DEPENDABILITY,positive
DEPENDABLE,positive
DEPLETE,negative
DEPLETED,negative
DEPLETES,negative
DEPLETING,negative
DEPLETION,negative
DEPLETIONS,negative
DEPRECATION,negative
DEPRESS,negative
DEPRESSED,negative
DEPRESSES,negative
DEPRESSING,negative
DEPRIVATION,negative
DEPRIVE,negative
DEPRIVED,negative
DEPRIVES,negative
DEPRIVING,negative
DERELICT,negative
DERELICTION,negative
DEROGATORY,negative
DESIRABLE,positive
DESIRED,positive
DESPITE,positive
DESTABILIZATION,negative
DESTABILIZE,negative
DESTABILIZED,negative
DESTABILIZING,negative
DESTINED,positive
DESTROY,negative
DESTROYED,negative
DESTROYING,negative
DESTROYS,negative
DESTRUCTION,negative
DESTRUCTIVE,negative
DETAIN,negative
DETAINED,negative
DETENTION,negative
DETENTIONS,negative
DETER,negative
DETERIORATE,negative
DETERIORATED,negative
DETERIORATES,negative
DETERIORATING,negative
DETERIORATION,negative
DETERIORATIONS,negative
DETERRED,negative
DETERRENCE,negative
DETERRENCES,negative
DETERRENT,negative
DETERRENTS,negative
DETERRING,negative
DETERS,negative
DETRACT,negative
DETRACTED,negative
DETRACTING,negative
DETRIMENT,negative
DETRIMENTAL,negative
DETRIMENTALLY,negative
DETRIMENTS,negative
DEVALUE,negative
DEVALUED,negative
DEVALUES,negative
DEVALUING,negative
DEVASTATE,negative
DEVASTATED,negative
DEVASTATING,negative
DEVASTATION,negative
DEVIATE,negative
DEVIATED,negative
DEVIATES,negative
DEVIATING,negative
DEVIATION,negative
DEVIATIONS,negative
DEVOLVE,negative
DEVOLVED,negative
DEVOLVES,negative
DEVOLVING,negative
DIFFICULT,negative
DIFFICULTIES,negative
DIFFICULTLY,negative
DIFFICULTY,negative
DILIGENT,positive
DILIGENTLY,positive
DIMINISH,negative
DIMINISHED,negative
DIMINISHES,negative
DIMINISHING,negative
DIMINUTION,negative
DISADVANTAGE,negative
DISADVANTAGED,negative
DISADVANTAGEOUS,negative
DISADVANTAGES,negative
DISAFFILIATION,negative
DISAGREE,negative
DISAGREEABLE,negative
DISAGREED,negative
DISAGREEING,negative
DISAGREEMENT,negative
DISAGREEMENTS,negative
DISAGREES,negative
DISALLOW,negative
DISALLOWANCE,negative
DISALLOWANCES,negative
DISALLOWED,negative
DISALLOWING,negative
DISALLOWS,negative
DISAPPEAR,negative
DISAPPEARANCE,negative
DISAPPEARANCES,negative
DISAPPEARED,negative
DISAPPEARING,negative
DISAPPEARS,negative
DISAPPOINT,negative
DISAPPOINTED,negative
DISAPPOINTING,negative
DISAPPOINTINGLY,negative
DISAPPOINTMENT,negative
DISAPPOINTMENTS,negative
DISAPPOINTS,negative
DISAPPROVAL,negative
DISAPPROVALS,negative
DISAPPROVE,negative
DISAPPROVED,negative
DISAPPROVES,negative
DISAPPROVING,negative
DISASSOCIATES,negative
DISASSOCIATING,negative
DISASSOCIATION,negative
DISASSOCIATIONS,negative
DISASTER,negative
DISASTERS,negative
DISASTROUS,negative
DISASTROUSLY,negative
DISAVOW,negative
DISAVOWAL,negative
DISAVOWED,negative
DISAVOWING,negative
DISAVOWS,negative
DISCIPLINARY,negative
DISCLAIM,negative
DISCLAIMED,negative
DISCLAIMER,negative
DISCLAIMERS,negative
DISCLAIMING,negative
DISCLAIMS,negative
DISCLOSE,negative
DISCLOSED,negative
DISCLOSES,negative
DISCLOSING,negative
DISCONTINUANCE,negative
DISCONTINUANCES,negative
DISCONTINUATION,negative
DISCONTINUATIONS,negative
DISCONTINUE,negative
DISCONTINUED,negative
DISCONTINUES,negative
DISCONTINUING,negative
DISCOURAGE,negative
DISCOURAGED,negative
DISCOURAGES,negative
DISCOURAGING,negative
DISCREDIT,negative
DISCREDITED,negative
DISCREDITING,negative
DISCREDITS,negative
DISCREPANCIES,negative
DISCREPANCY,negative
DISFAVOR,negative
DISFAVORED,negative
DISFAVORING,negative
DISFAVORS,negative
DISGORGE,negative
DISGORGED,negative
DISGORGEMENT,negative
DISGORGEMENTS,negative
DISGORGES,negative
DISGORGING,negative
DISGRACE,negative
DISGRACEFUL,negative
DISGRACEFULLY,negative
DISHONEST,negative
DISHONESTLY,negative
DISHONESTY,negative
DISHONOR,negative
DISHONORABLE,negative
DISHONORABLY,negative
DISHONORED,negative
DISHONORING,negative
DISHONORS,negative
DISINCENTIVES,negative
DISINTERESTED,negative
DISINTERESTEDLY,negative
DISINTERESTEDNESS,negative
DISLOYAL,negative
DISLOYALLY,negative
DISLOYALTY,negative
DISMAL,negative
DISMALLY,negative
DISMISS,negative
DISMISSAL,negative
DISMISSALS,negative
DISMISSED,negative
DISMISSES,negative
DISMISSING,negative
DISORDERLY,negative
DISPARAGE,negative
DISPARAGED,negative
DISPARAGEMENT,negative
DISPARAGEMENTS,negative
DISPARAGES,negative
DISPARAGING,negative
DISPARAGINGLY,negative
DISPARITIES,negative
DISPARITY,negative
DISPLACE,negative
DISPLACED,negative
DISPLACEMENT,negative
DISPLACEMENTS,negative
DISPLACES,negative
DISPLACING,negative
DISPOSE,negative
DISPOSSESS,negative
DISPOSSESSED,negative
DISPOSSESSES,negative
DISPOSSESSING,negative
DISPROPORTION,negative
DISPROPORTIONAL,negative
DISPROPORTIONATE,negative
DISPROPORTIONATELY,negative
DISPUTE,negative
DISPUTED,negative
DISPUTES,negative
DISPUTING,negative
DISQUALIFICATION,negative
DISQUALIFICATIONS,negative
DISQUALIFIED,negative
DISQUALIFIES,negative
DISQUALIFY,negative
DISQUALIFYING,negative
DISREGARD,negative
DISREGARDED,negative
DISREGARDING,negative
DISREGARDS,negative
DISREPUTABLE,negative
DISREPUTE,negative
DISRUPT,negative
DISRUPTED,negative
DISRUPTING,negative
DISRUPTION,negative
DISRUPTIONS,negative
DISRUPTIVE,negative
DISRUPTS,negative
DISSATISFACTION,negative
DISSATISFIED,negative
DISSENT,negative
DISSENTED,negative
DISSENTER,negative
DISSENTERS,negative
DISSENTING,negative
DISSENTS,negative
DISSIDENT,negative
DISSIDENTS,negative
DISSOLUTION,negative
DISSOLUTIONS,negative
DISTINCTION,positive
DISTINCTIONS,positive
DISTINCTIVE,positive
DISTINCTIVELY,positive
DISTINCTIVENESS,positive
DISTORT,negative
DISTORTED,negative
DISTORTING,negative
DISTORTION,negative
DISTORTIONS,negative
DISTORTS,negative
DISTRACT,negative
DISTRACTED,negative
DISTRACTING,negative
DISTRACTION,negative
DISTRACTIONS,negative
DISTRACTS,negative
DISTRESS,negative
DISTRESSED,negative
DISTURB,negative
DISTURBANCE,negative
DISTURBANCES,negative
DISTURBED,negative
DISTURBING,negative
DISTURBS,negative
DIVERSION,negative
DIVERT,negative
DIVERTED,negative
DIVERTING,negative
DIVERTS,negative
DIVEST,negative
DIVESTED,negative
DIVESTING,negative
DIVESTITURE,negative
DIVESTITURES,negative
DIVESTMENT,negative
DIVESTMENTS,negative
DIVESTS,negative
DIVORCE,negative
DIVORCED,negative
DIVULGE,negative
DIVULGED,negative
DIVULGES,negative
DIVULGING,negative
DOUBT,negative
DOUBTED,negative
DOUBTFUL,negative
DOUBTS,negative
DOWNGRADE,negative
DOWNGRADED,negative
DOWNGRADES,negative
DOWNGRADING,negative
DOWNSIZE,negative
DOWNSIZED,negative
DOWNSIZES,negative
DOWNSIZING,negative
DOWNSIZINGS,negative
DOWNTIME,negative
DOWNTIMES,negative
DOWNTURN,negative
DOWNTURNS,negative
DOWNWARD,negative
DOWNWARDS,negative
DRAG,negative
DRASTIC,negative
DRASTICALLY,negative
DRAWBACK,negative
DRAWBACKS,negative
DREAM,positive
DROPPED,negative
DROUGHT,negative
DROUGHTS,negative
DURESS,negative
DYSFUNCTION,negative
DYSFUNCTIONAL,negative
DYSFUNCTIONS,negative
EASIER,positive
EASILY,positive
EASING,negative
EASY,positive
EFFECTIVE,positive
EFFICIENCIES,positive
EFFICIENCY,positive
EFFICIENT,positive
EFFICIENTLY,positive
EGREGIOUS,negative
EGREGIOUSLY,negative
EMBARGO,negative
EMBARGOED,negative
EMBARGOES,negative
EMBARGOING,negative
EMBARRASS,negative
EMBARRASSED,negative
EMBARRASSES,negative
EMBARRASSING,negative
EMBARRASSMENT,negative
EMBARRASSMENTS,negative
EMBEZZLE,negative
EMBEZZLED,negative
EMBEZZLEMENT,negative
EMBEZZLEMENTS,negative
EMBEZZLER,negative
EMBEZZLES,negative
EMBEZZLING,negative
EMPOWER,positive
EMPOWERED,positive
EMPOWERING,positive
EMPOWERS,positive
ENABLE,positive
ENABLED,positive
ENABLES,positive
ENABLING,positive
ENCOURAGED,positive
ENCOURAGEMENT,positive
ENCOURAGES,positive
ENCOURAGING,positive
ENCROACH,negative
ENCROACHED,negative
ENCROACHES,negative
ENCROACHING,negative
ENCROACHMENT,negative
ENCROACHMENTS,negative
ENCUMBER,negative
ENCUMBERED,negative
ENCUMBERING,negative
ENCUMBERS,negative
ENCUMBRANCE,negative
ENCUMBRANCES,negative
ENDANGER,negative
ENDANGERED,negative
ENDANGERING,negative
ENDANGERMENT,negative
ENDANGERS,negative
ENHANCE,positive
ENHANCED,positive
ENHANCEMENT,positive
ENHANCEMENTS,positive
ENHANCES,positive
ENHANCING,positive
ENJOIN,negative
ENJOINED,negative
ENJOINING,negative
ENJOINS,negative
ENJOY,positive
ENJOYABLE,positive
ENJOYABLY,positive
ENJOYED,positive
ENJOYING,positive
ENJOYMENT,positive
ENJOYS,positive
ENTHUSIASM,positive
ENTHUSIASTIC,positive
ENTHUSIASTICALLY,positive
ERODE,negative
ERODED,negative
ERODES,negative
ERODING,negative
EROSION,negative
ERRATIC,negative
ERRATICALLY,negative
ERRED,negative
ERRING,negative
ERRONEOUS,negative
ERRONEOUSLY,negative
ERROR,negative
ERRORS,negative
ERRS,negative
ESCALATE,negative
ESCALATED,negative
ESCALATES,negative
ESCALATING,negative
EVADE,negative
EVADED,negative
EVADES,negative
EVADING,negative
EVASION,negative
EVASIONS,negative
EVASIVE,negative
EVICT,negative
EVICTED,negative
EVICTING,negative
EVICTION,negative
EVICTIONS,negative
EVICTS,negative
EXACERBATE,negative
EXACERBATED,negative
EXACERBATES,negative
EXACERBATING,negative
EXACERBATION,negative
EXACERBATIONS,negative
EXAGGERATE,negative
EXAGGERATED,negative
EXAGGERATES,negative
EXAGGERATING,negative
EXAGGERATION,negative
EXCELLENCE,positive
EXCELLENT,positive
EXCELLING,positive
EXCELS,positive
EXCEPTIONAL,positive
EXCEPTIONALLY,positive
EXCESSIVE,negative
EXCESSIVELY,negative
EXCITED,positive
EXCITEMENT,positive
EXCITING,positive
EXCLUSIVE,positive
EXCLUSIVELY,positive
EXCLUSIVENESS,positive
EXCLUSIVES,positive
EXCLUSIVITY,positive
EXCULPATE,negative
EXCULPATED,negative
EXCULPATES,negative
EXCULPATING,negative
EXCULPATION,negative
EXCULPATIONS,negative
EXCULPATORY,negative
EXEMPLARY,positive
EXONERATE,negative
EXONERATED,negative
EXONERATES,negative
EXONERATING,negative
EXONERATION,negative
EXONERATIONS,negative
EXPLOIT,negative
EXPLOITATION,negative
EXPLOITATIONS,negative
EXPLOITATIVE,negative
EXPLOITED,negative
EXPLOITING,negative
EXPLOITS,negative
EXPOSE,negative
EXPOSED,negative
EXPOSES,negative
EXPOSING,negative
EXPROPRIATE,negative
EXPROPRIATED,negative
EXPROPRIATES,negative
EXPROPRIATING,negative
EXPROPRIATION,negative
EXPROPRIATIONS,negative
EXPULSION,negative
EXPULSIONS,negative
EXTENUATING,negative
FAIL,negative
FAILED,negative
FAILING,negative
FAILINGS,negative
FAILS,negative
FAILURE,negative
FAILURES,negative
FALLOUT,negative
FALSE,negative
FALSELY,negative
FALSIFICATION,negative
FALSIFICATIONS,negative
FALSIFIED,negative
FALSIFIES,negative
FALSIFY,negative
FALSIFYING,negative
FALSITY,negative
FANTASTIC,positive
FATALITIES,negative
FATALITY,negative
FATALLY,negative
FAULT,negative
FAULTED,negative
FAULTS,negative
FAULTY,negative
FAVORABLE,positive
FAVORABLY,positive
FAVORED,positive
FAVORING,positive
FAVORITE,positive
FAVORITES,positive
FEAR,negative
FEARS,negative
FELONIES,negative
FELONIOUS,negative
FELONY,negative
FICTITIOUS,negative
FINED,negative
FINES,negative
FIRED,negative
FIRING,negative
FLAW,negative
FLAWED,negative
FLAWS,negative
FORBID,negative
FORBIDDEN,negative
FORBIDDING,negative
FORBIDS,negative
FORCE,negative
FORCED,negative
FORCING,negative
FORECLOSE,negative
FORECLOSED,negative
FORECLOSES,negative
FORECLOSING,negative
FORECLOSURE,negative
FORECLOSURES,negative
FOREGO,negative
FOREGOES,negative
FOREGONE,negative
FORESTALL,negative
FORESTALLED,negative
FORESTALLING,negative
FORESTALLS,negative
FORFEIT,negative
FORFEITED,negative
FORFEITING,negative
FORFEITS,negative
FORFEITURE,negative
FORFEITURES,negative
FORGERS,negative
FORGERY,negative
FRAUD,negative
FRAUDS,negative
FRAUDULENCE,negative
FRAUDULENT,negative
FRAUDULENTLY,negative
FRIENDLY,positive
FRIVOLOUS,negative
FRIVOLOUSLY,negative
FRUSTRATE,negative
FRUSTRATED,negative
FRUSTRATES,negative
FRUSTRATING,negative
FRUSTRATINGLY,negative
FRUSTRATION,negative
FRUSTRATIONS,negative
FUGITIVE,negative
FUGITIVES,negative
GAIN,positive
GAINED,positive
GAINING,positive
GAINS,positive
GOOD,positive
GRATUITOUS,negative
GRATUITOUSLY,negative
GREAT,positive
GREATER,positive
GREATEST,positive
GREATLY,positive
GREATNESS,positive
GRIEVANCE,negative
GRIEVANCES,negative
GROSSLY,negative
GROUNDLESS,negative
GUILTY,negative
HALT,negative
HALTED,negative
HAMPER,negative
HAMPERED,negative
HAMPERING,negative
HAMPERS,negative
HAPPIEST,positive
HAPPILY,positive
HAPPINESS,positive
HAPPY,positive
HARASS,negative
HARASSED,negative
HARASSING,negative
HARASSMENT,negative
HARDSHIP,negative
HARDSHIPS,negative
HARM,negative
